mtm,Pomologist,Trainspotting
hrd,Lumberjack,"Media Production"
k9,Chiropodist,Fishing
stl,Geomorphologist,Travel
hrd,Neuroscientist,Podcasting
tracker,Bookie,Music
k9,Harvester,Journaling
hrd,Lepidopterist,Baking
equine,Paleontologist,"Remote Control Vehicles"
tracker,Geophysicist,Boxing
stl,Astrophysicist,Singing
mtm,Plumber,Beekeeping
tracker,Bugler,"DIY Fashion"
stl,Histotechnician,"Street Art"
stm,Deckhand,"Cultural Activities"
stm,Pedorthist,Architecture
mtm,Organist,"Slow Culture"
tracker,Policewoman,Magic
"live find",Cashiers,Camping
stl,Silversmith,Weightlifting
equine,Electroplater,Pottery
hrd,Rheumatologist,"Knowledge Games"
mtm,Harpist,Bonsai
k9,Neurosurgeon,Crafts
"live find",Seismologist,Robotics
stl,Viticulturist,Cycling
stm,Hydrogeologist,Fitness
k9,DNAP,"Roller Skating"
mtm,Lepidopterist,Woodworking
mtm,Neuroscientist,"Slow Culture"
k9,Tenor,Fishing
hrd,Venipuncturist,Crafts
equine,Nephrologist,Filmmaking
"live find",Agronomist,Chess
equine,Electroplater,Journaling
k9,Author,"Stamp Collecting"
hrd,Cellist,"Metal Detecting"
"live find",Otolaryngologist,"DIY Fashion"
stl,Endodontist,Tennis
hrd,Mixologist,"Coin Collecting"
stm,Dredger,"Maker Culture"
k9,Custodian,Pool
k9,Policeman,"Video Production"
stl,Protozoologist,Scrapbooking
stm,Oceanographer,Chess
"live find",Carpenters,Animation
equine,Expeditor,Embroidery
k9,Cryptographer,Boxing
k9,Neuroscientist,"Media Production"
stl,Electroplater,Juggling
hrd,Harvester,"Roller Skating"
tracker,Publicist,"Video Production"
"live find",Brickmason,"Stamp Collecting"
equine,Ichthyologist,Skating
stl,Immunologist,Architecture
hrd,Bacteriologist,Animation
stl,Pharmacologist,Fitness
hrd,Protohistorian,"Remote Control Vehicles"
mtm,Instrumentalist,"Rock Climbing"
mtm,Enologist,Photography
stl,Journalist,"Cultural Activities"
hrd,Organist,Scouting
mtm,Neuropsychiatrist,"Tactical Urbanism"
equine,Cytotechnologist,Learning
tracker,Neuropathologist,Puzzles
hrd,Pedorthist,"Martial Arts"
equine,Gynecologist,"Creative Writing"
stl,Entomologist,Bonsai
mtm,Deckhand,Camping
equine,Dermatopathologist,Design
equine,Cosmologist,"Slow Culture"
"live find",Bookkeeper,Fishing
stm,Pediatrist,"Citizen Science"
k9,Saucier,Improv
k9,Rapper,Woodworking
hrd,Microbiologists,Camping
equine,Prosthetist,Chess
stl,Glaziers,"Citizen Science"
"live find",Epileptologist,"Nail Art"
"live find",Deckhand,Sports
stm,Psychotherapist,"Scuba Diving"
stl,Malariologist,"Stamp Collecting"
k9,Prosecutor,Acrobatics
stl,Lawyers,Metalworking
"live find",Topographer,Festivals
tracker,Periodontist,Design
tracker,Metallurgist,Photography
tracker,Skiagrapher,"Comic Books"
stm,Optician,Drawing
mtm,Calligrapher,Fitness
equine,Timekeeper,Astronomy
equine,Neuroscientist,"Word Games"
equine,Bagger,Magic
"live find",Crabber,Woodworking
stm,Biophysicist,Photography
k9,Photojournalist,Painting
stl,Kinesiotherapist,Camping
k9,Kinesiotherapist,"Stamp Collecting"
stm,Hydrologists,Learning
tracker,Neuropsychiatrist,Collecting
"live find",Composer,"Rock Climbing"
tracker,Geodesist,"Digital Art"
k9,Ultrasonographer,Trainspotting
k9,Governor,Confectionery
equine,Volcanologist,"Motor Sports"
hrd,Druggist,"Street Fashion"
stm,Policewoman,Archery
equine,Electricians,Languages
hrd,Attorney,Astronomy
k9,Ethnoarchaeologist,"Martial Arts"
k9,Skiagrapher,Tennis
"live find",Neuropathologist,"Slow Culture"
mtm,Hydrologists,"Stamp Collecting"
mtm,Choirmaster,Dance
mtm,Anaesthesiologist,Festivals
hrd,Bacteriologist,Drawing
k9,Mixologist,Camping
hrd,Paralegal,"Cultural Activities"
k9,Pharmacists,Boxing
tracker,Justice,"Model Building"
stm,Chiropodist,"Word Games"
tracker,Handicapper,"Video Games"
k9,Policewoman,Skydiving
stl,Offbearer,Birdwatching
hrd,Electricians,Pottery
k9,Geropsychologists,"Street Fashion"
equine,Roofers,"DIY Cosmetics"
hrd,Bookkeeper,Botany
k9,Toolmaker,Yoga
mtm,Phlebotomists,Crafts
equine,Microbiologists,"Metal Detecting"
hrd,Goldsmith,"Game Mods"
tracker,Bartenders,Hiking
hrd,Newscaster,Makeup
k9,Galvanizer,"Stamp Collecting"
equine,Hydrologists,"Coin Collecting"
equine,Organist,Darts
"live find",Econometrician,Botany
stl,Immunopathologist,Acrobatics
tracker,Electricians,Karaoke
